"ID","MCP_CLIENT","MODEL","END_POINT_TYPE","END_POINT_NAME","LOG_MESSAGE","CREATED_ON","CREATED_BY","UPDATED_ON","UPDATED_BY"
101,Claude,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO CONFIGURACOES (ID, CATEGORIA, CHAVE, VALOR, TIPO, DESCRICAO, OBRIGATORIA, EDITAVEL, ORDEM_EXIBICAO, ATIVO, DATA_CRIACAO, USUARIO_CRIACAO_ID) VALUES (15, 'notificacoes', 'notificacoesEmail', 'true', 'boolean', 'Notificações por e-mail', 'N', 'S', 1, 'S', CURRENT_TIMESTAMP, 1), (16, 'notificacoes', 'notificacoesPush', 'false', 'boolean', 'Notificações push', 'N', 'S', 2, 'S', CURRENT_TIMESTAMP, 1), (17, 'notificacoes', 'emailProcessos', 'true', 'boolean', 'E-mail para processos', 'N', 'S', 3, 'S', CURRENT_TIMESTAMP, 1), (18, 'notificacoes', 'emailPrazos', 'true', 'boolean', 'E-mail para prazos', 'N', 'S', 4, 'S', CURRENT_TIMESTAMP, 1), (19, 'notificacoes', 'emailDocumentos', 'false', 'boolean', 'E-mail para documentos', 'N', 'S', 5, 'S', CURRENT_TIMESTAMP, 1), (20, 'notificacoes', 'frequenciaResumo', 'diario', 'string', 'Frequência de resumo', 'N', 'S', 6, 'S', CURRENT_TIMESTAMP, 1)",2025-09-19 10:25:37.214,PROTOCOLO_USER,2025-09-19 10:25:37.214,PROTOCOLO_USER
102,Claude,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO CONFIGURACOES (ID, CATEGORIA, CHAVE, VALOR, TIPO, DESCRICAO, OBRIGATORIA, EDITAVEL, ORDEM_EXIBICAO, ATIVO, DATA_CRIACAO, USUARIO_CRIACAO_ID) VALUES (21, 'sistema', 'backupAutomatico', 'true', 'boolean', 'Backup automático', 'N', 'S', 1, 'S', CURRENT_TIMESTAMP, 1), (22, 'sistema', 'frequenciaBackup', 'diario', 'string', 'Frequência do backup', 'N', 'S', 2, 'S', CURRENT_TIMESTAMP, 1), (23, 'sistema', 'horarioBackup', '02:00', 'string', 'Horário do backup', 'N', 'S', 3, 'S', CURRENT_TIMESTAMP, 1), (24, 'sistema', 'retencaoBackup', '30', 'number', 'Retenção de backup (dias)', 'N', 'S', 4, 'S', CURRENT_TIMESTAMP, 1), (25, 'sistema', 'manutencaoAutomatica', 'true', 'boolean', 'Manutenção automática', 'N', 'S', 5, 'S', CURRENT_TIMESTAMP, 1), (26, 'sistema', 'logNivel', 'info', 'string', 'Nível de log', 'N', 'S', 6, 'S', CURRENT_TIMESTAMP, 1)",2025-09-19 10:25:43.614,PROTOCOLO_USER,2025-09-19 10:25:43.614,PROTOCOLO_USER
103,Claude,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CATEGORIA, CHAVE, VALOR, TIPO, DESCRICAO, OBRIGATORIA, EDITAVEL, ORDEM_EXIBICAO, ATIVO FROM CONFIGURACOES ORDER BY CATEGORIA, ORDEM_EXIBICAO",2025-09-19 10:25:47.727,PROTOCOLO_USER,2025-09-19 10:25:47.727,PROTOCOLO_USER
104,Claude,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COUNT(*) as TOTAL FROM CONFIGURACOES",2025-09-19 10:26:42.174,PROTOCOLO_USER,2025-09-19 10:26:42.174,PROTOCOLO_USER
105,Claude,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CATEGORIA, CHAVE, VALOR, TIPO, DESCRICAO, OBRIGATORIA, EDITAVEL, ORDEM_EXIBICAO, ATIVO FROM CONFIGURACOES WHERE 1=1 ORDER BY ORDEM_EXIBICAO ASC OFFSET 0 ROWS FETCH NEXT 50 ROWS ONLY",2025-09-19 10:27:11.673,PROTOCOLO_USER,2025-09-19 10:27:11.673,PROTOCOLO_USER
106,Claude,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CATEGORIA, CHAVE FROM CONFIGURACOES ORDER BY ID",2025-09-19 10:28:17.541,PROTOCOLO_USER,2025-09-19 10:28:17.541,PROTOCOLO_USER
107,Claude,claude-sonnet-4,tool,run-sqlcl,"COMMIT;",2025-09-19 10:28:21.979,PROTOCOLO_USER,2025-09-19 10:28:21.979,PROTOCOLO_USER
108,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COLUMN_NAME, DATA_TYPE, DATA_LENGTH, NULLABLE FROM USER_TAB_COLUMNS WHERE TABLE_NAME = 'CONFIGURACOES' ORDER BY COLUMN_ID",2025-09-19 10:29:22.444,PROTOCOLO_USER,2025-09-19 10:29:22.444,PROTOCOLO_USER
109,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, ATIVO, EDITAVEL, OBRIGATORIA FROM CONFIGURACOES WHERE ID = 1",2025-09-19 10:30:22.781,PROTOCOLO_USER,2025-09-19 10:30:22.781,PROTOCOLO_USER
110,Trae AI,claude-4-sonnet,tool,run-sql,"CREATE TABLE CONFIGURACOES_GERAL (
    ID NUMBER GENERATED BY DEFAULT AS IDENTITY PRIMARY KEY,
    CONFIGURACAO_ID NUMBER NOT NULL,
    NOME_INSTITUICAO VARCHAR2(200),
    CNPJ VARCHAR2(18),
    ENDERECO VARCHAR2(500),
    TELEFONE VARCHAR2(20),
    EMAIL VARCHAR2(100),
    DESCRICAO CLOB,
    DATA_CRIACAO DATE DEFAULT SYSDATE,
    DATA_ALTERACAO DATE DEFAULT SYSDATE,
    USUARIO_CRIACAO_ID NUMBER,
    USUARIO_ALTERACAO_ID NUMBER,
    ATIVO CHAR(1) DEFAULT 'S' CHECK (ATIVO IN ('S', 'N')),
    CONSTRAINT FK_CONFIG_GERAL_CONFIG FOREIGN KEY (CONFIGURACAO_ID) REFERENCES CONFIGURACOES(ID)
);",2025-09-19 10:31:57.869,PROTOCOLO_USER,2025-09-19 10:31:57.869,PROTOCOLO_USER
111,Trae AI,claude-4-sonnet,tool,run-sql,"CREATE TABLE CONFIGURACOES_SEGURANCA (
    ID NUMBER GENERATED BY DEFAULT AS IDENTITY PRIMARY KEY,
    CONFIGURACAO_ID NUMBER NOT NULL,
    AUTENTICACAO_DUAS_ETAPAS CHAR(1) DEFAULT 'N' CHECK (AUTENTICACAO_DUAS_ETAPAS IN ('S', 'N')),
    SENHA_COMPLEXIDADE VARCHAR2(10) DEFAULT 'media' CHECK (SENHA_COMPLEXIDADE IN ('baixa', 'media', 'alta')),
    TEMPO_SESSAO NUMBER DEFAULT 60,
    TENTATIVAS_LOGIN NUMBER DEFAULT 5,
    BLOQUEIO_TEMPO NUMBER DEFAULT 15,
    LOG_AUDITORIA CHAR(1) DEFAULT 'S' CHECK (LOG_AUDITORIA IN ('S', 'N')),
    DATA_CRIACAO DATE DEFAULT SYSDATE,
    DATA_ALTERACAO DATE DEFAULT SYSDATE,
    USUARIO_CRIACAO_ID NUMBER,
    USUARIO_ALTERACAO_ID NUMBER,
    ATIVO CHAR(1) DEFAULT 'S' CHECK (ATIVO IN ('S', 'N')),
    CONSTRAINT FK_CONFIG_SEGURANCA_CONFIG FOREIGN KEY (CONFIGURACAO_ID) REFERENCES CONFIGURACOES(ID)
);",2025-09-19 10:32:04.283,PROTOCOLO_USER,2025-09-19 10:32:04.283,PROTOCOLO_USER
112,Trae AI,claude-4-sonnet,tool,run-sql,"CREATE TABLE CONFIGURACOES_NOTIFICACOES (
    ID NUMBER GENERATED BY DEFAULT AS IDENTITY PRIMARY KEY,
    CONFIGURACAO_ID NUMBER NOT NULL,
    NOTIFICACOES_EMAIL CHAR(1) DEFAULT 'S' CHECK (NOTIFICACOES_EMAIL IN ('S', 'N')),
    NOTIFICACOES_PUSH CHAR(1) DEFAULT 'S' CHECK (NOTIFICACOES_PUSH IN ('S', 'N')),
    EMAIL_PROCESSOS CHAR(1) DEFAULT 'S' CHECK (EMAIL_PROCESSOS IN ('S', 'N')),
    EMAIL_PRAZOS CHAR(1) DEFAULT 'S' CHECK (EMAIL_PRAZOS IN ('S', 'N')),
    EMAIL_DOCUMENTOS CHAR(1) DEFAULT 'S' CHECK (EMAIL_DOCUMENTOS IN ('S', 'N')),
    FREQUENCIA_RESUMO VARCHAR2(10) DEFAULT 'semanal' CHECK (FREQUENCIA_RESUMO IN ('diario', 'semanal', 'mensal', 'nunca')),
    DATA_CRIACAO DATE DEFAULT SYSDATE,
    DATA_ALTERACAO DATE DEFAULT SYSDATE,
    USUARIO_CRIACAO_ID NUMBER,
    USUARIO_ALTERACAO_ID NUMBER,
    ATIVO CHAR(1) DEFAULT 'S' CHECK (ATIVO IN ('S', 'N')),
    CONSTRAINT FK_CONFIG_NOTIF_CONFIG FOREIGN KEY (CONFIGURACAO_ID) REFERENCES CONFIGURACOES(ID)
);",2025-09-19 10:32:11.237,PROTOCOLO_USER,2025-09-19 10:32:11.237,PROTOCOLO_USER
202,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ucc.constraint_name, ucc.column_name, ucc.table_name, uc.r_constraint_name, rc.table_name as referenced_table FROM user_cons_columns ucc JOIN user_constraints uc ON ucc.constraint_name = uc.constraint_name JOIN user_constraints rc ON uc.r_constraint_name = rc.constraint_name WHERE ucc.table_name = 'ENCOMENDAS' AND ucc.column_name IN ('USUARIO_ORIGEM_ID', 'USUARIO_DESTINO_ID')",2025-09-19 11:59:54.948,PROTOCOLO_USER,2025-09-19 11:59:54.948,PROTOCOLO_USER
203,Trae AI,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO ENCOMENDAS (NUMERO_ENCOMENDA, DESCRICAO, USUARIO_ORIGEM_ID, USUARIO_DESTINO_ID, STATUS, CREATED_AT) VALUES ('EN-TEST-FK-2025', 'Teste de integridade referencial', 99999, 88888, 'PENDENTE', CURRENT_TIMESTAMP)",2025-09-19 12:00:02.725,PROTOCOLO_USER,2025-09-19 12:00:02.725,PROTOCOLO_USER
204,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ column_name, data_type, nullable FROM user_tab_columns WHERE table_name = 'ENCOMENDAS' ORDER BY column_id",2025-09-19 12:00:07.315,PROTOCOLO_USER,2025-09-19 12:00:07.315,PROTOCOLO_USER
205,Trae AI,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO ENCOMENDAS (NUMERO_ENCOMENDA, DESCRICAO, USUARIO_ORIGEM_ID, USUARIO_DESTINO_ID, STATUS, DATA_CRIACAO) VALUES ('EN-TEST-FK-2025', 'Teste de integridade referencial', 99999, 88888, 'PENDENTE', CURRENT_TIMESTAMP)",2025-09-19 12:00:12.450,PROTOCOLO_USER,2025-09-19 12:00:12.450,PROTOCOLO_USER
206,Trae AI,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO ENCOMENDAS (NUMERO_ENCOMENDA, DESCRICAO, USUARIO_ORIGEM_ID, USUARIO_DESTINO_ID, STATUS, DATA_CRIACAO) VALUES ('EN-TEST-FK-VALID-2025', 'Teste com IDs válidos', 1, 23, 'PENDENTE', CURRENT_TIMESTAMP)",2025-09-19 12:00:17.915,PROTOCOLO_USER,2025-09-19 12:00:17.915,PROTOCOLO_USER
207,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ e.ID, e.NUMERO_ENCOMENDA, e.DESCRICAO, e.USUARIO_ORIGEM_ID, uo.NOME as USUARIO_ORIGEM_NOME, e.USUARIO_DESTINO_ID, ud.NOME as USUARIO_DESTINO_NOME FROM ENCOMENDAS e LEFT JOIN USUARIOS uo ON e.USUARIO_ORIGEM_ID = uo.ID LEFT JOIN USUARIOS ud ON e.USUARIO_DESTINO_ID = ud.ID WHERE e.NUMERO_ENCOMENDA LIKE 'EN-TEST-FK%' ORDER BY e.ID",2025-09-19 12:00:24.428,PROTOCOLO_USER,2025-09-19 12:00:24.428,PROTOCOLO_USER
208,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ column_name FROM user_tab_columns WHERE table_name = 'USUARIOS' AND column_name LIKE '%NOME%' ORDER BY column_name",2025-09-19 12:00:28.821,PROTOCOLO_USER,2025-09-19 12:00:28.821,PROTOCOLO_USER
209,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ column_name, data_type FROM user_tab_columns WHERE table_name = 'USUARIOS' ORDER BY column_id",2025-09-19 12:00:33.072,PROTOCOLO_USER,2025-09-19 12:00:33.072,PROTOCOLO_USER
210,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ e.ID, e.NUMERO_ENCOMENDA, e.DESCRICAO, e.USUARIO_ORIGEM_ID, uo.NAME as USUARIO_ORIGEM_NOME, e.USUARIO_DESTINO_ID, ud.NAME as USUARIO_DESTINO_NOME FROM ENCOMENDAS e LEFT JOIN USUARIOS uo ON e.USUARIO_ORIGEM_ID = uo.ID LEFT JOIN USUARIOS ud ON e.USUARIO_DESTINO_ID = ud.ID WHERE e.NUMERO_ENCOMENDA LIKE 'EN-TEST-FK%' ORDER BY e.ID",2025-09-19 12:00:38.214,PROTOCOLO_USER,2025-09-19 12:00:38.214,PROTOCOLO_USER
211,Trae AI,claude-sonnet-4,tool,run-sql,"DELETE /* LLM in use is claude-sonnet-4 */ FROM ENCOMENDAS WHERE NUMERO_ENCOMENDA LIKE 'EN-TEST-FK%'",2025-09-19 12:00:42.530,PROTOCOLO_USER,2025-09-19 12:00:42.530,PROTOCOLO_USER
212,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COLUMN_NAME, DATA_TYPE, NULLABLE FROM USER_TAB_COLUMNS WHERE TABLE_NAME = 'ENCOMENDAS' ORDER BY COLUMN_ID",2025-09-19 12:20:07.609,PROTOCOLO_USER,2025-09-19 12:20:07.609,PROTOCOLO_USER
213,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COLUMN_NAME, DATA_TYPE, NULLABLE FROM USER_TAB_COLUMNS WHERE TABLE_NAME = 'ENCOMENDAS' AND COLUMN_NAME LIKE '%USUARIO%' ORDER BY COLUMN_NAME",2025-09-19 12:22:10.099,PROTOCOLO_USER,2025-09-19 12:22:10.099,PROTOCOLO_USER
214,Trae AI,Claude 4 Sonnet,tool,run-sqlcl,"@sql/add_urgente_field.sql",2025-09-19 12:41:01.851,PROTOCOLO_USER,2025-09-19 12:41:01.851,PROTOCOLO_USER
265,Trae AI,Claude Sonnet 4,tool,run-sql,"CREATE TABLE auditoria (
    id NUMBER GENERATED BY DEFAULT AS IDENTITY PRIMARY KEY,
    tabela VARCHAR2(50) NOT NULL,
    operacao VARCHAR2(10) NOT NULL,
    registro_id NUMBER,
    usuario_id NUMBER,
    dados_anteriores CLOB,
    dados_novos CLOB,
    ip_address VARCHAR2(45),
    user_agent VARCHAR2(500),
    data_operacao TIMESTAMP DEFAULT CURRENT_TIMESTAMP,
    sessao_id VARCHAR2(100),
    observacoes VARCHAR2(1000),
    CONSTRAINT fk_auditoria_usuario FOREIGN KEY (usuario_id) REFERENCES usuarios(id),
    CONSTRAINT ck_auditoria_operacao CHECK (operacao IN ('INSERT', 'UPDATE', 'DELETE', 'SELECT', 'LOGIN', 'LOGOUT'))
)",2025-09-22 08:38:06.777,PROTOCOLO_USER,2025-09-22 08:38:06.777,PROTOCOLO_USER
266,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COLUMN_NAME, DATA_TYPE, DATA_LENGTH, NULLABLE FROM USER_TAB_COLUMNS WHERE TABLE_NAME = 'CONFIGURACOES_GERAL' ORDER BY COLUMN_ID",2025-09-22 08:46:40.793,PROTOCOLO_USER,2025-09-22 08:46:40.793,PROTOCOLO_USER
267,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ * FROM CONFIGURACOES_GERAL WHERE ATIVO = 'S'",2025-09-22 08:46:45.674,PROTOCOLO_USER,2025-09-22 08:46:45.674,PROTOCOLO_USER
268,Trae AI,claude-sonnet-4,tool,run-sqlcl,"@c:\Users\88417646191\Documents\NovoProtocolo\V2\backend\sql\08_alter_configuracoes_geral_rodape.sql",2025-09-22 08:47:23.618,PROTOCOLO_USER,2025-09-22 08:47:23.618,PROTOCOLO_USER
269,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ * FROM CONFIGURACOES WHERE CHAVE = 'logo_url' AND ATIVO = 'S'",2025-09-22 08:49:29.625,PROTOCOLO_USER,2025-09-22 08:49:29.625,PROTOCOLO_USER
270,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ * FROM CONFIGURACOES WHERE CATEGORIA = 'aparencia' AND ATIVO = 'S' ORDER BY ORDEM_EXIBICAO",2025-09-22 08:49:33.332,PROTOCOLO_USER,2025-09-22 08:49:33.332,PROTOCOLO_USER
271,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COLUMN_NAME, DATA_TYPE, NULLABLE FROM USER_TAB_COLUMNS WHERE TABLE_NAME = 'CONFIGURACOES' ORDER BY COLUMN_ID",2025-09-22 08:49:37.589,PROTOCOLO_USER,2025-09-22 08:49:37.589,PROTOCOLO_USER
272,Trae AI,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO CONFIGURACOES (CATEGORIA, CHAVE, VALOR, TIPO, DESCRICAO, OBRIGATORIA, EDITAVEL, ORDEM_EXIBICAO, ATIVO) VALUES ('aparencia', 'logo_header_url', '/assets/logo-sefaz-tocantins.png', 'string', 'URL do logo exibido no cabeçalho da aplicação', 'N', 'S', 1, 'S')",2025-09-22 08:49:47.294,PROTOCOLO_USER,2025-09-22 08:49:47.294,PROTOCOLO_USER
273,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ MAX(ID) + 1 AS PROXIMO_ID FROM CONFIGURACOES",2025-09-22 08:49:50.697,PROTOCOLO_USER,2025-09-22 08:49:50.697,PROTOCOLO_USER
274,Trae AI,claude-sonnet-4,tool,run-sql,"INSERT /* LLM in use is claude-sonnet-4 */ INTO CONFIGURACOES (ID, CATEGORIA, CHAVE, VALOR, TIPO, DESCRICAO, OBRIGATORIA, EDITAVEL, ORDEM_EXIBICAO, ATIVO, DATA_CRIACAO) VALUES (28, 'aparencia', 'logo_header_url', '/assets/logo-sefaz-tocantins.png', 'string', 'URL do logo exibido no cabeçalho da aplicação', 'N', 'S', 1, 'S', SYSDATE)",2025-09-22 08:49:55.186,PROTOCOLO_USER,2025-09-22 08:49:55.186,PROTOCOLO_USER
275,Trae AI,claude-sonnet-4,tool,run-sqlcl,"COMMIT;",2025-09-22 08:50:00.262,PROTOCOLO_USER,2025-09-22 08:50:00.262,PROTOCOLO_USER
276,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CHAVE, VALOR, CATEGORIA FROM CONFIGURACOES WHERE CATEGORIA = 'aparencia' ORDER BY ID",2025-09-22 08:55:27.254,PROTOCOLO_USER,2025-09-22 08:55:27.254,PROTOCOLO_USER
277,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CHAVE, VALOR, CATEGORIA FROM CONFIGURACOES WHERE CHAVE LIKE '%logo%' OR CHAVE LIKE '%rodape%' ORDER BY ID",2025-09-22 08:55:32.945,PROTOCOLO_USER,2025-09-22 08:55:32.945,PROTOCOLO_USER
278,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CHAVE, VALOR, CATEGORIA, DESCRICAO FROM CONFIGURACOES WHERE ATIVO = 'S' ORDER BY CATEGORIA, ORDEM_EXIBICAO, ID",2025-09-22 08:55:38.963,PROTOCOLO_USER,2025-09-22 08:55:38.963,PROTOCOLO_USER
279,Trae AI,claude-sonnet-4,tool,run-sql,"UPDATE /* LLM in use is claude-sonnet-4 */ CONFIGURACOES SET CATEGORIA = 'geral' WHERE CATEGORIA = 'GERAL'",2025-09-22 08:55:49.743,PROTOCOLO_USER,2025-09-22 08:55:49.743,PROTOCOLO_USER
280,Trae AI,claude-sonnet-4,tool,run-sqlcl,"COMMIT;",2025-09-22 08:55:54.059,PROTOCOLO_USER,2025-09-22 08:55:54.059,PROTOCOLO_USER
281,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ ID, CATEGORIA, CHAVE, VALOR, DESCRICAO FROM CONFIGURACOES WHERE ATIVO = 'S' AND CATEGORIA = 'geral' ORDER BY ORDEM_EXIBICAO, CHAVE",2025-09-22 08:58:59.080,PROTOCOLO_USER,2025-09-22 08:58:59.080,PROTOCOLO_USER
282,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ COUNT(*) as TOTAL_CONFIGS FROM CONFIGURACOES WHERE ATIVO = 'S'",2025-09-22 09:00:49.755,PROTOCOLO_USER,2025-09-22 09:00:49.755,PROTOCOLO_USER
283,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ id, categoria, chave, valor, descricao FROM CONFIGURACOES WHERE categoria = 'geral' AND ativo = 'S' ORDER BY chave",2025-09-22 09:01:41.720,PROTOCOLO_USER,2025-09-22 09:01:41.720,PROTOCOLO_USER
284,Trae AI,claude-sonnet-4,tool,run-sql,"UPDATE /* LLM in use is claude-sonnet-4 */ CONFIGURACOES SET valor = '12.345.678/0001-90' WHERE categoria = 'geral' AND chave = 'cnpj'",2025-09-22 09:01:52.167,PROTOCOLO_USER,2025-09-22 09:01:52.167,PROTOCOLO_USER
285,Trae AI,claude-sonnet-4,tool,run-sql,"UPDATE /* LLM in use is claude-sonnet-4 */ CONFIGURACOES SET valor = 'Rua das Flores, 123 - Centro' WHERE categoria = 'geral' AND chave = 'endereco'",2025-09-22 09:01:56.041,PROTOCOLO_USER,2025-09-22 09:01:56.041,PROTOCOLO_USER
286,Trae AI,claude-sonnet-4,tool,run-sql,"UPDATE /* LLM in use is claude-sonnet-4 */ CONFIGURACOES SET valor = '(11) 3456-7890' WHERE categoria = 'geral' AND chave = 'telefone'",2025-09-22 09:02:00.374,PROTOCOLO_USER,2025-09-22 09:02:00.374,PROTOCOLO_USER
287,Trae AI,claude-sonnet-4,tool,run-sql,"UPDATE /* LLM in use is claude-sonnet-4 */ CONFIGURACOES SET valor = 'contato@prefeitura.gov.br' WHERE categoria = 'geral' AND chave = 'email'",2025-09-22 09:02:04.489,PROTOCOLO_USER,2025-09-22 09:02:04.489,PROTOCOLO_USER
288,Trae AI,claude-sonnet-4,tool,run-sql,"COMMIT /* LLM in use is claude-sonnet-4 */",2025-09-22 09:02:08.774,PROTOCOLO_USER,2025-09-22 09:02:08.774,PROTOCOLO_USER
289,Trae AI,claude-sonnet-4,tool,run-sqlcl,"commit",2025-09-22 09:02:12.785,PROTOCOLO_USER,2025-09-22 09:02:12.785,PROTOCOLO_USER
290,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ chave, valor, descricao FROM CONFIGURACOES WHERE categoria = 'geral' AND ativo = 'S' ORDER BY chave",2025-09-22 09:03:27.981,PROTOCOLO_USER,2025-09-22 09:03:27.981,PROTOCOLO_USER
291,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ CHAVE, VALOR, TIPO FROM CONFIGURACOES WHERE CATEGORIA = 'geral' AND CHAVE IN ('cnpj', 'email', 'telefone', 'SISTEMA_NOME') ORDER BY CHAVE",2025-09-22 09:05:26.045,PROTOCOLO_USER,2025-09-22 09:05:26.045,PROTOCOLO_USER
292,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ * FROM configuracoes WHERE categoria = 'geral' ORDER BY chave",2025-09-22 09:15:23.760,PROTOCOLO_USER,2025-09-22 09:15:23.760,PROTOCOLO_USER
293,Trae AI,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ chave, valor FROM configuracoes WHERE categoria = 'geral' AND ativo = 'S' ORDER BY chave",2025-09-22 09:16:26.294,PROTOCOLO_USER,2025-09-22 09:16:26.294,PROTOCOLO_USER
294,Trae AI,Claude 4 Sonnet,tool,list-connections,"Connect to PROTOCOLO_USER",2025-09-22 09:21:19.952,PROTOCOLO_USER,2025-09-22 09:21:19.952,PROTOCOLO_USER
295,Trae AI,Claude 4 Sonnet,tool,connect,"Connect to PROTOCOLO_USER",2025-09-22 09:21:24.387,PROTOCOLO_USER,2025-09-22 09:21:24.387,PROTOCOLO_USER
296,Trae AI,Claude 4 Sonnet,tool,run-sql,"SELECT /* LLM in use is Claude 4 Sonnet */ column_name, data_type, data_length, nullable FROM user_tab_columns WHERE table_name = 'CONFIGURACOES' ORDER BY column_id",2025-09-22 09:21:29.493,PROTOCOLO_USER,2025-09-22 09:21:29.493,PROTOCOLO_USER
297,Trae AI,Claude 4 Sonnet,tool,run-sql,"SELECT /* LLM in use is Claude 4 Sonnet */ chave, valor, descricao, categoria FROM configuracoes WHERE ativo = 'S' ORDER BY categoria, ordem_exibicao",2025-09-22 09:21:35.104,PROTOCOLO_USER,2025-09-22 09:21:35.104,PROTOCOLO_USER
298,Claude,claude-sonnet-4,tool,list-connections,"Connect to PROTOCOLO_USER",2025-09-22 09:24:28.809,PROTOCOLO_USER,2025-09-22 09:24:28.809,PROTOCOLO_USER
299,Claude,claude-sonnet-4,tool,connect,"Connect to PROTOCOLO_USER",2025-09-22 09:24:33.170,PROTOCOLO_USER,2025-09-22 09:24:33.170,PROTOCOLO_USER
300,Claude,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ chave, valor, categoria, descricao FROM configuracoes ORDER BY categoria, chave",2025-09-22 09:24:38.150,PROTOCOLO_USER,2025-09-22 09:24:38.150,PROTOCOLO_USER
301,Claude,claude-sonnet-4,tool,run-sql,"DELETE /* LLM in use is claude-sonnet-4 */ FROM configuracoes WHERE chave = 'CONFIG_TESTE'",2025-09-22 09:24:53.847,PROTOCOLO_USER,2025-09-22 09:24:53.847,PROTOCOLO_USER
302,Claude,claude-sonnet-4,tool,run-sql,"SELECT /* LLM in use is claude-sonnet-4 */ table_name, constraint_name, constraint_type, r_constraint_name FROM user_constraints WHERE constraint_name LIKE '%CONFIG%' ORDER BY table_name, constraint_name",2025-09-22 09:24:59.064,PROTOCOLO_USER,2025-09-22 09:24:59.064,PROTOCOLO_USER
